review_id,order_id,rating,review_text,review_date,is_rating_missing
REV0355,ORD00384,2.0,"Delivery took way longer than promised, not happy.",2025-07-09,False
REV0356,ORD00004,3.0,"It's okay, does the job.",2026-03-06,False
REV0357,ORD00825,4.0,"Nice product, good value for the price.",2026-06-09,False
REV0358,ORD00134,5.0,"Great quality, arrived as expected, would buy again!",2026-06-27,False
REV0359,ORD00830,4.0,"Exceeded expectations, will be ordering more.",2026-04-13,False
REV0360,ORD00361,5.0,Fast shipping and item was well packaged.,2026-05-22,False
REV0361,ORD00835,3.0,"Fine for the price, packaging could be better.",2026-03-15,False
REV0362,ORD00930,4.0,"Nice product, good value for the price.",2025-10-22,False
REV0363,ORD00340,5.0,"Really happy with this purchase, exactly as described.",2026-06-16,False
REV0364,ORD00233,4.0,"Nice product, good value for the price.",2025-08-25,False
REV0365,ORD00347,2.0,"Still waiting past the promised date, frustrating experience.",2026-01-07,False
REV0366,ORD00917,5.0,"Really happy with this purchase, exactly as described.",2026-04-16,False
REV0367,ORD00479,5.0,"Exceeded expectations, will be ordering more.",2025-11-26,False
REV0368,ORD00117,4.0,Fast shipping and item was well packaged.,2026-06-02,False
REV0369,ORD00050,,"Exceeded expectations, will be ordering more.",2026-06-13,True
REV0370,ORD00303,4.0,"Great quality, arrived as expected, would buy again!",2026-06-14,False
REV0371,ORD00593,1.0,"Item never arrived on time, very disappointing.",2026-02-26,False
REV0372,ORD00216,1.0,"Delivery took way longer than promised, not happy.",2026-04-01,False
REV0373,ORD00778,1.0,Package was late and support was slow to respond.,2026-01-06,False
REV0374,ORD00299,5.0,"Exceeded expectations, will be ordering more.",2025-09-26,False
REV0375,ORD00748,2.0,Not worth the money.,2026-05-29,False
REV0376,ORD00236,4.0,"Great quality, arrived as expected, would buy again!",2026-07-04,False
REV0377,ORD00586,1.0,"Not as described, quality was poor.",2026-02-21,False
REV0378,ORD00124,4.0,"Really happy with this purchase, exactly as described.",2026-05-22,False
REV0379,ORD00785,3.0,"Average product, nothing special.",2026-04-27,False
REV0380,ORD00480,3.0,"Average product, nothing special.",2026-03-02,False
REV0381,ORD00422,5.0,Fast shipping and item was well packaged.,2025-08-01,False
REV0382,ORD00945,,Fast shipping and item was well packaged.,2025-10-28,True
REV0383,ORD00232,2.0,"Delivery took way longer than promised, not happy.",2026-05-19,False
REV0384,ORD00280,4.0,"Nice product, good value for the price.",2025-09-27,False
REV0385,ORD00178,5.0,"Exceeded expectations, will be ordering more.",2026-03-06,False
REV0386,ORD00774,4.0,"Great quality, arrived as expected, would buy again!",2025-12-18,False
REV0387,ORD00769,1.0,Package was late and support was slow to respond.,2026-04-27,False
REV0388,ORD00684,4.0,"Really happy with this purchase, exactly as described.",2026-03-08,False
REV0389,ORD00540,4.0,"Exceeded expectations, will be ordering more.",2026-03-08,False
REV0390,ORD00452,4.0,"Really happy with this purchase, exactly as described.",2026-01-31,False
REV0391,ORD00519,3.0,"Average product, nothing special.",2026-01-01,False
REV0392,ORD00767,5.0,"Nice product, good value for the price.",2025-07-03,False
REV0393,ORD00127,4.0,"Exceeded expectations, will be ordering more.",2025-12-09,False
REV0394,ORD00551,5.0,"Nice product, good value for the price.",2026-03-15,False
REV0395,ORD00187,1.0,Item arrived damaged.,2026-07-07,False
REV0396,ORD00168,2.0,"Delivery took way longer than promised, not happy.",2026-07-09,False
REV0397,ORD00703,2.0,"Ordered this over a week late, wouldn't order again.",2025-11-08,False
REV0398,ORD00505,4.0,"Fine for the price, packaging could be better.",2026-04-26,False
REV0399,ORD00121,5.0,Fast shipping and item was well packaged.,2026-02-12,False
REV0400,ORD00892,3.0,"It's okay, does the job.",2026-01-02,False
REV0401,ORD00964,3.0,"Fine for the price, packaging could be better.",2026-07-02,False
REV0402,ORD00765,5.0,"Nice product, good value for the price.",2026-01-27,False
REV0403,ORD00493,5.0,Fast shipping and item was well packaged.,2026-05-24,False
REV0404,ORD00672,4.0,"Really happy with this purchase, exactly as described.",2026-05-29,False
REV0405,ORD00502,2.0,"Not as described, quality was poor.",2026-05-02,False
REV0406,ORD00435,3.0,"Fine for the price, packaging could be better.",2026-06-05,False
REV0407,ORD00562,4.0,"Average product, nothing special.",2025-07-12,False
REV0408,ORD00251,5.0,"Really happy with this purchase, exactly as described.",2026-06-01,False
REV0409,ORD00138,4.0,"Exceeded expectations, will be ordering more.",2025-07-02,False
REV0410,ORD00160,3.0,"Average product, nothing special.",2026-04-30,False
REV0411,ORD00374,5.0,"Really happy with this purchase, exactly as described.",2026-04-20,False
REV0412,ORD00143,5.0,Fast shipping and item was well packaged.,2026-03-15,False
REV0413,ORD00934,2.0,"Average product, nothing special.",2026-04-24,False
REV0414,ORD00454,3.0,"It's okay, does the job.",2026-02-11,False
REV0415,ORD00062,5.0,"Great quality, arrived as expected, would buy again!",2026-06-25,False
REV0416,ORD00373,5.0,"Great quality, arrived as expected, would buy again!",2026-04-16,False
REV0417,ORD00597,4.0,"Exceeded expectations, will be ordering more.",2025-12-29,False
REV0418,ORD00172,2.0,"Still waiting past the promised date, frustrating experience.",2026-03-02,False
REV0419,ORD00995,4.0,"Exceeded expectations, will be ordering more.",2026-06-01,False
REV0420,ORD00606,1.0,"Wrong item sent, had to return it.",2026-06-18,False
REV0421,ORD00315,4.0,"Exceeded expectations, will be ordering more.",2026-05-25,False
REV0422,ORD00225,3.0,"Average product, nothing special.",2025-09-01,False
REV0423,ORD00429,5.0,Fast shipping and item was well packaged.,2025-09-08,False
REV0424,ORD00614,5.0,Fast shipping and item was well packaged.,2025-12-14,False
REV0425,ORD00312,5.0,"Great quality, arrived as expected, would buy again!",2026-04-19,False
REV0426,ORD00416,4.0,"It's okay, does the job.",2026-05-07,False
REV0427,ORD00135,5.0,"Really happy with this purchase, exactly as described.",2026-02-22,False
REV0428,ORD00332,4.0,"Really happy with this purchase, exactly as described.",2026-02-20,False
REV0429,ORD00913,4.0,"Great quality, arrived as expected, would buy again!",2026-04-21,False
REV0430,ORD00740,2.0,"Item never arrived on time, very disappointing.",2026-06-11,False
REV0431,ORD00859,5.0,Fast shipping and item was well packaged.,2025-10-09,False
REV0432,ORD00440,3.0,"It's okay, does the job.",2026-02-28,False
REV0433,ORD00697,1.0,"Item never arrived on time, very disappointing.",2026-07-01,False
REV0434,ORD00040,5.0,Fast shipping and item was well packaged.,2026-02-14,False
REV0435,ORD00261,2.0,Package was late and support was slow to respond.,2026-04-18,False
REV0436,ORD00472,5.0,Fast shipping and item was well packaged.,2025-11-29,False
REV0437,ORD00424,5.0,"Really happy with this purchase, exactly as described.",2025-07-03,False
REV0438,ORD00055,4.0,"Nice product, good value for the price.",2026-02-22,False
REV0439,ORD00203,1.0,"Ordered this over a week late, wouldn't order again.",2026-01-29,False
REV0440,ORD00140,1.0,"Delivery took way longer than promised, not happy.",2026-03-31,False
REV0441,ORD00482,5.0,"Nice product, good value for the price.",2026-06-18,False
REV0442,ORD00670,5.0,"Really happy with this purchase, exactly as described.",2025-07-18,False
REV0443,ORD00294,5.0,Fast shipping and item was well packaged.,2025-07-14,False
REV0444,ORD00037,5.0,"Nice product, good value for the price.",2026-01-22,False
REV0445,ORD00873,4.0,"Great quality, arrived as expected, would buy again!",2026-04-17,False
REV0446,ORD00745,,"Still waiting past the promised date, frustrating experience.",2026-06-03,True
REV0447,ORD00746,3.0,"It's okay, does the job.",2025-12-13,False
REV0448,ORD00399,3.0,"It's okay, does the job.",2026-04-30,False
REV0449,ORD00068,5.0,Fast shipping and item was well packaged.,2026-06-13,False
REV0450,ORD00753,4.0,"Great quality, arrived as expected, would buy again!",2026-04-29,False
REV0451,ORD00509,1.0,"Item never arrived on time, very disappointing.",2026-03-14,False
REV0452,ORD00937,2.0,"Fine for the price, packaging could be better.",2026-04-25,False
REV0453,ORD00054,3.0,"Fine for the price, packaging could be better.",2025-08-16,False
REV0454,ORD00398,4.0,Fast shipping and item was well packaged.,2025-12-15,False
REV0455,ORD00712,5.0,"Nice product, good value for the price.",2026-03-04,False
REV0456,ORD00615,5.0,"Exceeded expectations, will be ordering more.",2025-12-12,False
REV0457,ORD00960,4.0,"Nice product, good value for the price.",2026-05-14,False
REV0458,ORD00250,4.0,"It's okay, does the job.",2026-04-05,False
REV0459,ORD00258,4.0,"Exceeded expectations, will be ordering more.",2026-06-12,False
REV0460,ORD00942,4.0,"Nice product, good value for the price.",2025-12-15,False
REV0461,ORD00450,5.0,"Exceeded expectations, will be ordering more.",2025-11-22,False
REV0462,ORD00591,1.0,"Delivery took way longer than promised, not happy.",2026-01-08,False
REV0463,ORD00029,4.0,"Exceeded expectations, will be ordering more.",2026-05-30,False
REV0464,ORD00823,5.0,"Really happy with this purchase, exactly as described.",2026-03-26,False
REV0465,ORD00277,5.0,"Really happy with this purchase, exactly as described.",2026-02-20,False
REV0466,ORD00675,1.0,"It's okay, does the job.",2025-06-12,False
REV0467,ORD00862,2.0,"Average product, nothing special.",2026-02-22,False
REV0468,ORD00256,,"Nice product, good value for the price.",2026-06-19,True
REV0469,ORD00107,5.0,"Really happy with this purchase, exactly as described.",2026-03-12,False
REV0470,ORD00289,5.0,"Great quality, arrived as expected, would buy again!",2025-12-23,False
REV0471,ORD00415,4.0,"Exceeded expectations, will be ordering more.",2026-06-29,False
REV0472,ORD00114,1.0,"Delivery took way longer than promised, not happy.",2025-06-21,False
REV0473,ORD00078,5.0,Fast shipping and item was well packaged.,2025-11-17,False
REV0474,ORD00166,2.0,"Item never arrived on time, very disappointing.",2026-05-29,False
REV0475,ORD00485,2.0,"Average product, nothing special.",2026-06-08,False
REV0476,ORD00246,2.0,"Delivery took way longer than promised, not happy.",2026-05-11,False
REV0477,ORD00492,5.0,"Nice product, good value for the price.",2026-04-26,False
REV0478,ORD00434,2.0,"Ordered this over a week late, wouldn't order again.",2026-01-14,False
REV0479,ORD00819,3.0,"It's okay, does the job.",2026-02-20,False
REV0480,ORD00116,1.0,"Item never arrived on time, very disappointing.",2026-06-01,False
REV0481,ORD00681,5.0,Fast shipping and item was well packaged.,2026-05-14,False
REV0482,ORD00863,1.0,"Average product, nothing special.",2025-11-13,False
REV0483,ORD00938,4.0,"Nice product, good value for the price.",2025-09-05,False
REV0484,ORD00550,1.0,Package was late and support was slow to respond.,2026-03-23,False
REV0485,ORD00348,1.0,"Item never arrived on time, very disappointing.",2025-12-22,False
REV0486,ORD00274,5.0,"Really happy with this purchase, exactly as described.",2026-03-06,False
REV0487,ORD00234,5.0,"Great quality, arrived as expected, would buy again!",2026-04-21,False
REV0488,ORD00996,4.0,"Exceeded expectations, will be ordering more.",2026-05-16,False
REV0489,ORD00541,5.0,Fast shipping and item was well packaged.,2026-07-02,False
REV0490,ORD00961,5.0,"Exceeded expectations, will be ordering more.",2026-07-02,False
REV0491,ORD00545,1.0,"Not as described, quality was poor.",2026-05-07,False
REV0492,ORD00651,5.0,Fast shipping and item was well packaged.,2026-05-31,False
REV0493,ORD00174,3.0,"Fine for the price, packaging could be better.",2026-06-17,False
REV0494,ORD00534,1.0,"Item never arrived on time, very disappointing.",2026-06-19,False
REV0495,ORD00252,2.0,"It's okay, does the job.",2025-04-04,False
REV0496,ORD00899,5.0,"Nice product, good value for the price.",2025-12-02,False
REV0497,ORD00804,5.0,"Great quality, arrived as expected, would buy again!",2025-07-25,False
REV0498,ORD00159,4.0,"Exceeded expectations, will be ordering more.",2026-04-12,False
REV0499,ORD00969,5.0,"Really happy with this purchase, exactly as described.",2026-03-13,False
REV0500,ORD00025,2.0,"It's okay, does the job.",2025-08-28,False
REV0501,ORD00308,1.0,"Still waiting past the promised date, frustrating experience.",2025-06-03,False
REV0502,ORD00631,2.0,"Still waiting past the promised date, frustrating experience.",2025-02-16,False
REV0503,ORD00468,3.0,"It's okay, does the job.",2025-12-01,False
REV0504,ORD00709,4.0,Fast shipping and item was well packaged.,2026-02-28,False
REV0505,ORD00838,5.0,"Exceeded expectations, will be ordering more.",2026-04-09,False
REV0506,ORD00155,5.0,"Really happy with this purchase, exactly as described.",2026-02-18,False
REV0507,ORD00043,,"Fine for the price, packaging could be better.",2025-04-20,True
REV0508,ORD00365,1.0,"Ordered this over a week late, wouldn't order again.",2026-06-21,False
REV0509,ORD00096,5.0,"Really happy with this purchase, exactly as described.",2025-10-30,False
REV0510,ORD00556,5.0,Fast shipping and item was well packaged.,2026-06-14,False
REV0511,ORD00228,2.0,"Average product, nothing special.",2026-06-26,False
REV0512,ORD00768,4.0,"Really happy with this purchase, exactly as described.",2026-05-18,False
REV0513,ORD00403,5.0,"Nice product, good value for the price.",2026-02-21,False
REV0514,ORD00024,1.0,"Delivery took way longer than promised, not happy.",2026-04-16,False
REV0515,ORD00306,5.0,"Great quality, arrived as expected, would buy again!",2026-04-22,False
REV0516,ORD00180,4.0,"Exceeded expectations, will be ordering more.",2026-02-10,False
REV0517,ORD00103,2.0,Package was late and support was slow to respond.,2026-03-14,False
REV0518,ORD00026,4.0,"Exceeded expectations, will be ordering more.",2026-02-20,False
REV0519,ORD00757,3.0,Item arrived damaged.,2025-09-03,False
REV0520,ORD00633,4.0,"Great quality, arrived as expected, would buy again!",2026-06-20,False
REV0521,ORD00518,5.0,"Really happy with this purchase, exactly as described.",2026-07-11,False
REV0522,ORD00590,5.0,"Nice product, good value for the price.",2026-03-16,False
REV0523,ORD00375,1.0,"Delivery took way longer than promised, not happy.",2026-02-21,False
REV0524,ORD00827,3.0,"It's okay, does the job.",2026-05-22,False
REV0525,ORD00254,5.0,Fast shipping and item was well packaged.,2025-12-31,False
REV0526,ORD00299,3.0,"It's okay, does the job.",2025-09-22,False
REV0527,ORD00075,4.0,"Great quality, arrived as expected, would buy again!",2025-08-29,False
REV0528,ORD00966,5.0,"Nice product, good value for the price.",2026-04-10,False
REV0529,ORD00122,2.0,"Average product, nothing special.",2026-06-06,False
REV0530,ORD00118,,"Nice product, good value for the price.",2025-10-14,True
REV0531,ORD00552,3.0,"Average product, nothing special.",2025-12-26,False
REV0532,ORD00006,2.0,"Delivery took way longer than promised, not happy.",2026-05-29,False
REV0533,ORD00504,1.0,"Average product, nothing special.",2026-06-20,False
REV0534,ORD00653,5.0,"Nice product, good value for the price.",2025-08-22,False
REV0535,ORD00587,,Fast shipping and item was well packaged.,2025-07-04,True
REV0536,ORD00071,4.0,"Exceeded expectations, will be ordering more.",2025-12-15,False
REV0537,ORD00015,4.0,"Really happy with this purchase, exactly as described.",2025-05-15,False
REV0538,ORD00997,5.0,Fast shipping and item was well packaged.,2026-06-22,False
REV0539,ORD00616,2.0,"Average product, nothing special.",2026-05-15,False
REV0540,ORD00390,5.0,Fast shipping and item was well packaged.,2026-06-06,False
REV0541,ORD00080,5.0,"Great quality, arrived as expected, would buy again!",2025-09-19,False
REV0542,ORD00508,5.0,Fast shipping and item was well packaged.,2026-06-01,False
REV0543,ORD00724,5.0,"Exceeded expectations, will be ordering more.",2026-02-20,False
REV0544,ORD00056,4.0,Fast shipping and item was well packaged.,2025-05-24,False
REV0545,ORD00495,5.0,"Exceeded expectations, will be ordering more.",2026-06-25,False
REV0546,ORD00278,4.0,"Nice product, good value for the price.",2026-05-14,False
REV0547,ORD00888,4.0,"Exceeded expectations, will be ordering more.",2025-09-11,False
REV0548,ORD00544,3.0,"Fine for the price, packaging could be better.",2025-03-11,False
REV0549,ORD00571,5.0,"Exceeded expectations, will be ordering more.",2025-11-16,False
REV0550,ORD00872,2.0,Package was late and support was slow to respond.,2026-05-27,False
REV0551,ORD00533,2.0,Not worth the money.,2026-05-21,False
REV0552,ORD00605,4.0,"Really happy with this purchase, exactly as described.",2025-10-22,False
REV0553,ORD00173,3.0,"It's okay, does the job.",2025-07-17,False
REV0554,ORD00858,5.0,"Really happy with this purchase, exactly as described.",2026-06-26,False
REV0555,ORD00350,5.0,"Nice product, good value for the price.",2025-08-17,False
REV0556,ORD00979,5.0,Fast shipping and item was well packaged.,2025-10-20,False
REV0557,ORD00259,2.0,"It's okay, does the job.",2026-06-30,False
REV0558,ORD00394,2.0,"Fine for the price, packaging could be better.",2026-05-25,False
REV0559,ORD00630,3.0,"It's okay, does the job.",2026-03-30,False
REV0560,ORD00500,4.0,"Great quality, arrived as expected, would buy again!",2026-06-27,False
REV0561,ORD00528,3.0,"Fine for the price, packaging could be better.",2025-09-27,False
REV0562,ORD00635,2.0,"It's okay, does the job.",2026-02-18,False
REV0563,ORD00607,,Fast shipping and item was well packaged.,2026-05-07,True
REV0564,ORD00935,4.0,"Nice product, good value for the price.",2026-05-28,False
REV0565,ORD00324,3.0,"It's okay, does the job.",2026-07-01,False
